,City,Site_Name,Collection_Date,MeV_gc_g_dry_weight,MeV_gc_g_dry_weight_UCI,MeV_gc_g_dry_weight_LCI
4220,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-05-16,0.0,0.0,0.0
4221,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-05-19,0.0,0.0,0.0
4222,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-05-21,0.0,0.0,0.0
4223,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-05-22,0.0,0.0,0.0
4224,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-05-26,0.0,0.0,0.0
4225,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-05-28,0.0,0.0,0.0
4226,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-05-30,0.0,0.0,0.0
4227,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-02,0.0,0.0,0.0
4228,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-04,0.0,0.0,0.0
4229,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-06,0.0,0.0,0.0
4230,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-09,0.0,0.0,0.0
4231,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-11,0.0,0.0,0.0
4232,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-13,0.0,0.0,0.0
4233,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-16,0.0,0.0,0.0
4234,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-18,0.0,0.0,0.0
4235,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-20,0.0,0.0,0.0
4236,Ann Arbor,City of Ann Arbor Wastewater Treatment Plant,2025-06-23,0.0,0.0,0.0
4551,Mt. Pleasant,Mt. Pleasant WRRF,2025-05-16,0.0,0.0,0.0
4552,Mt. Pleasant,Mt. Pleasant WRRF,2025-05-19,0.0,0.0,0.0
4553,Mt. Pleasant,Mt. Pleasant WRRF,2025-05-21,0.0,0.0,0.0
4554,Mt. Pleasant,Mt. Pleasant WRRF,2025-05-23,0.0,0.0,0.0
4555,Mt. Pleasant,Mt. Pleasant WRRF,2025-05-26,0.0,0.0,0.0
4556,Mt. Pleasant,Mt. Pleasant WRRF,2025-05-28,0.0,0.0,0.0
4557,Mt. Pleasant,Mt. Pleasant WRRF,2025-05-30,0.0,0.0,0.0
4558,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-02,0.0,0.0,0.0
4559,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-04,0.0,0.0,0.0
4560,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-06,0.0,0.0,0.0
4561,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-09,0.0,0.0,0.0
4562,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-11,0.0,0.0,0.0
4563,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-13,0.0,0.0,0.0
4564,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-16,0.0,0.0,0.0
4565,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-18,0.0,0.0,0.0
4566,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-20,0.0,0.0,0.0
4567,Mt. Pleasant,Mt. Pleasant WRRF,2025-06-23,0.0,0.0,0.0
7552,Jenison,Grandville Clean Water Plant,2025-05-16,0.0,0.0,0.0
7553,Jenison,Grandville Clean Water Plant,2025-05-18,0.0,0.0,0.0
7554,Jenison,Grandville Clean Water Plant,2025-05-21,0.0,0.0,0.0
7555,Jenison,Grandville Clean Water Plant,2025-05-23,0.0,0.0,0.0
7556,Jenison,Grandville Clean Water Plant,2025-05-26,0.0,0.0,0.0
7557,Jenison,Grandville Clean Water Plant,2025-05-28,0.0,0.0,0.0
7558,Jenison,Grandville Clean Water Plant,2025-05-30,0.0,0.0,0.0
7559,Jenison,Grandville Clean Water Plant,2025-06-02,0.0,0.0,0.0
7560,Jenison,Grandville Clean Water Plant,2025-06-04,0.0,0.0,0.0
7561,Jenison,Grandville Clean Water Plant,2025-06-06,0.0,0.0,0.0
7562,Jenison,Grandville Clean Water Plant,2025-06-09,0.0,0.0,0.0
7563,Jenison,Grandville Clean Water Plant,2025-06-11,0.0,0.0,0.0
7564,Jenison,Grandville Clean Water Plant,2025-06-13,0.0,0.0,0.0
7565,Jenison,Grandville Clean Water Plant,2025-06-16,0.0,0.0,0.0
7566,Jenison,Grandville Clean Water Plant,2025-06-18,0.0,0.0,0.0
7567,Jenison,Grandville Clean Water Plant,2025-06-20,0.0,0.0,0.0
7568,Jenison,Grandville Clean Water Plant,2025-06-23,0.0,0.0,0.0
10750,Warren,City of Warren Wastewater Treatment Plant,2025-05-15,0.0,0.0,0.0
10751,Warren,City of Warren Wastewater Treatment Plant,2025-05-19,0.0,0.0,0.0
10752,Warren,City of Warren Wastewater Treatment Plant,2025-05-20,0.0,0.0,0.0
10753,Warren,City of Warren Wastewater Treatment Plant,2025-05-22,0.0,0.0,0.0
10754,Warren,City of Warren Wastewater Treatment Plant,2025-05-27,0.0,0.0,0.0
10755,Warren,City of Warren Wastewater Treatment Plant,2025-05-28,0.0,0.0,0.0
10756,Warren,City of Warren Wastewater Treatment Plant,2025-06-02,0.0,0.0,0.0
10757,Warren,City of Warren Wastewater Treatment Plant,2025-06-03,0.0,0.0,0.0
10758,Warren,City of Warren Wastewater Treatment Plant,2025-06-05,0.0,0.0,0.0
10759,Warren,City of Warren Wastewater Treatment Plant,2025-06-09,0.0,0.0,0.0
10760,Warren,City of Warren Wastewater Treatment Plant,2025-06-11,0.0,0.0,0.0
10761,Warren,City of Warren Wastewater Treatment Plant,2025-06-12,0.0,0.0,0.0
10762,Warren,City of Warren Wastewater Treatment Plant,2025-06-16,0.0,0.0,0.0
10763,Warren,City of Warren Wastewater Treatment Plant,2025-06-17,0.0,0.0,0.0
10764,Warren,City of Warren Wastewater Treatment Plant,2025-06-18,0.0,0.0,0.0
10765,Warren,City of Warren Wastewater Treatment Plant,2025-06-23,0.0,0.0,0.0
10766,Warren,City of Warren Wastewater Treatment Plant,2025-06-24,0.0,0.0,0.0
12428,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-15,0.0,0.0,0.0
12429,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-19,0.0,0.0,0.0
12430,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-21,0.0,0.0,0.0
12431,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-22,0.0,0.0,0.0
12432,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-27,0.0,0.0,0.0
12433,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-28,0.0,0.0,0.0
12434,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-29,0.0,0.0,0.0
12435,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-02,0.0,0.0,0.0
12436,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-04,0.0,0.0,0.0
12437,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-05,0.0,0.0,0.0
12438,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-09,42590.448520138416,51478.34294615918,34790.74603017301
12439,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-11,0.0,0.0,0.0
12440,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-12,0.0,0.0,0.0
12441,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-16,0.0,0.0,0.0
12442,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-18,7222.436379208558,11536.14602660963,3600.1118610481294
12443,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-19,0.0,0.0,0.0
12444,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-23,0.0,0.0,0.0
21163,Jackson,Jackson Wastewater Treatment Plant,2025-05-15,0.0,0.0,0.0
21164,Jackson,Jackson Wastewater Treatment Plant,2025-05-18,0.0,0.0,0.0
21165,Jackson,Jackson Wastewater Treatment Plant,2025-05-20,0.0,0.0,0.0
21166,Jackson,Jackson Wastewater Treatment Plant,2025-05-22,0.0,0.0,0.0
21167,Jackson,Jackson Wastewater Treatment Plant,2025-05-24,0.0,0.0,0.0
21168,Jackson,Jackson Wastewater Treatment Plant,2025-05-27,0.0,0.0,0.0
21169,Jackson,Jackson Wastewater Treatment Plant,2025-05-29,0.0,0.0,0.0
21170,Jackson,Jackson Wastewater Treatment Plant,2025-06-01,0.0,0.0,0.0
21171,Jackson,Jackson Wastewater Treatment Plant,2025-06-03,0.0,0.0,0.0
21172,Jackson,Jackson Wastewater Treatment Plant,2025-06-05,0.0,0.0,0.0
21173,Jackson,Jackson Wastewater Treatment Plant,2025-06-08,0.0,0.0,0.0
21174,Jackson,Jackson Wastewater Treatment Plant,2025-06-10,0.0,0.0,0.0
21175,Jackson,Jackson Wastewater Treatment Plant,2025-06-12,0.0,0.0,0.0
21176,Jackson,Jackson Wastewater Treatment Plant,2025-06-15,0.0,0.0,0.0
21177,Jackson,Jackson Wastewater Treatment Plant,2025-06-17,0.0,0.0,0.0
21178,Jackson,Jackson Wastewater Treatment Plant,2025-06-19,0.0,0.0,0.0
21179,Jackson,Jackson Wastewater Treatment Plant,2025-06-22,0.0,0.0,0.0
